nrg_cons,nrg_prc,currency,geo\time	2021	2020	2019	2018	2017	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
KWH_LE15000,TAX_NUC,EUR,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,PL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,PT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,RO	: 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,SE	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,SI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,SK	0.0033 	0.0033 	0.0033 	0.0032 	0.0032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,UK	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,EUR,XK	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,AT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,BE	0.0011 	0.0010 	0.0007 	0.0011 	0.0010 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,CY	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,DE	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,EL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,ES	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,FI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,FR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,IE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,IT	0.0017 	0.0028 	0.0034 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,LI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,MD	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,ME	: 	: 	: 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,PL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,PT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,RO	: 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,SE	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,SI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,SK	0.0033 	0.0033 	0.0033 	0.0032 	0.0032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,UK	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,NAC,XK	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,AT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,BE	0.0010 	0.0009 	0.0006 	0.0010 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,CY	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,DE	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,EA	0.0003 	0.0004 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,EL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,ES	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,EU27_2020	0.0002 	0.0004 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,FI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,FR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,IE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,IT	0.0017 	0.0028 	0.0034 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,ME	: 	: 	: 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,PL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,PT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,RO	: 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,SE	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,SI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,SK	0.0041 	0.0042 	0.0042 	0.0042 	0.0043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_NUC,PPS,UK	: 	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,AT	0.0170 	0.0150 	0.0114 	0.0142 	0.0157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,BA	0.0027 	0.0025 	0.0020 	0.0017 	0.0014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,BE	0.0397 	0.0372 	0.0345 	0.0293 	0.0106 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,CY	0.0050 	0.0058 	0.0099 	0.0099 	0.0100 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,CZ	0.0024 	0.0188 	0.0195 	0.0194 	0.0193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,DE	0.0675 	0.0698 	0.0668 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,DK	0.0020 	0.0089 	0.0070 	0.0176 	0.0223 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,EA	0.0265 	0.0292 	0.0304 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,EE	0.0113 	0.0113 	0.0104 	0.0089 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,EL	0.0170 	0.0170 	0.0170 	0.0226 	0.0240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,ES	0.0095 	0.0177 	0.0214 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,EU27_2020	0.0213 	0.0247 	0.0255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,FI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,FR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,HR	0.0140 	0.0139 	0.0142 	0.0140 	0.0064 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,IE	0.0061 	0.0014 e	0.0011 	0.0021 	0.0019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,IT	0.0297 	0.0418 	0.0599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,LI	0.0139 	0.0137 	0.0137 	0.0132 	0.0131 	0.0092 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,LT	0.0100 	0.0092 	0.0088 	0.0113 	0.0106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,LU	0.0360 	0.0361 	0.0329 	0.0254 	0.0318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,LV	0.0144 	0.0203 	0.0206 	0.0216 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,MD	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,ME	0.0081 	0.0080 	0.0084 	0.0047 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,NL	0.0358 	0.0326 	0.0240 	0.0164 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,PL	0.0074 	0.0064 	0.0056 	0.0061 	0.0055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,PT	0.0524 	0.0480 	0.0376 	0.0483 	0.0440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,RO	0.0167 	0.0168 	0.0152 	0.0119 	0.0125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,RS	0.0000 	0.0000 	0.0008 	0.0008 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,SE	0.0035 	0.0035 	0.0034 	0.0035 	0.0037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,SI	0.0054 	0.0043 	0.0056 	0.0055 	0.0053 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,SK	0.0181 	0.0182 	0.0206 	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,UA	: 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,UK	: 	: 	0.0199 	0.0150 	0.0178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,EUR,XK	0.0033 	0.0036 	0.0025 	0.0015 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,AL	: 	0.0000 e	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,AT	0.0170 	0.0150 	0.0114 	0.0142 	0.0157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,BA	0.0053 	0.0048 	0.0040 	0.0034 	0.0028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,BE	0.0397 	0.0372 	0.0345 	0.0293 	0.0106 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,CY	0.0050 	0.0058 	0.0099 	0.0099 	0.0100 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,CZ	0.0618 	0.5000 	0.5000 	0.5000 	0.5000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,DE	0.0675 	0.0698 	0.0668 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,DK	0.0149 	0.0659 	0.0522 	0.1311 	0.1659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,EE	0.0113 	0.0113 	0.0104 	0.0089 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,EL	0.0170 	0.0170 	0.0170 	0.0226 	0.0240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,ES	0.0095 	0.0177 	0.0214 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,FI	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,FR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,GE	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,HR	0.1049 	0.1050 	0.1050 	0.1042 	0.0475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,IE	0.0061 	0.0014 e	0.0011 	0.0021 	0.0019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,IT	0.0297 	0.0418 	0.0599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,LI	0.0148 	0.0149 	0.0150 	0.0150 	0.0150 	0.0100 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,LT	0.0100 	0.0092 	0.0088 	0.0113 	0.0106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,LU	0.0360 	0.0361 	0.0329 	0.0254 	0.0318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,LV	0.0144 	0.0203 	0.0206 	0.0216 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,MD	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,ME	0.0081 	0.0080 	0.0084 	0.0047 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,NL	0.0358 	0.0326 	0.0240 	0.0164 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,PL	0.0338 	0.0288 	0.0243 	0.0264 	0.0233 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,PT	0.0524 	0.0480 	0.0376 	0.0483 	0.0440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH_LE15000,TAX_RNW,NAC,RO	0.0825 	0.0816 	0.0723 	0.0552 	0.0575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
